,货号,通用名,剂型,规格,生产厂家,批准文号,单位
2376,00232,元胡止痛片,片剂,0.25g*30片,江西九连山药业有限公司,国药准字Z36021119,盒
2377,00243,金嗓散结丸,胶囊剂,360丸,西安碑林药业股份有限公司,国药准字号Z61020814,盒
2378,00246,厄贝沙坦片,片剂,0.15g*7片,江苏恒瑞医药股份有限公司,国药准字H20000513,盒
2379,00275,美沙拉秦肠溶片,片剂,0.25g*24片,黑龙江天宏药业有限公司,国药准字H20103359,盒
2380,00277,右旋糖酐铁片,片剂,25mg*60片,四川科伦药业股份有限公司,国药准字H51023620,盒
2381,00283,足光散,30,20g*3袋,广东一禾药业有限公司,国药准字Z20025431,盒
2382,00307,复方金银花颗粒,含漱液,10g*10袋,修正药业集团长春高新制药有限公司,国药准字Z20063606,盒
2383,00310,酚酞片,片剂,100mg*100片,山西亨瑞达制约有限公司,国药准字H20083778,瓶
2384,00337,琥珀酸美托洛尔缓释片,片剂(薄膜衣),47.5mg,阿斯利康制药有限公司,国药准字号J2010098,盒
2385,00385,小儿咽扁颗粒,含漱液,4g*12袋,黑龙江龙桂制药有限公司,国药准字Z23021992,盒
2386,00388,GY(红）多酶片,片剂,100片,四川依科制药有限公司,国药准字号H51020247,瓶
2387,00395,阿托伐他汀钙胶囊,16,10mg*7粒,河南天方药业股份有限公司,国药准字H20051984,盒
2388,00419,阿卡波糖片,片剂,50毫克*30片,杭州中美华东制药有限公司,国药准字号H20020202,盒
2389,00433,妇科调经片,片剂,36片,唐山景忠山药业有限公司,国药准字Z13021425,盒
2390,00436,寻麻疹丸,胶囊剂,10克*6袋,吉林龙泰制药股份有限公司,国药准字Z20053016,盒
2391,00438,盐酸洛哌丁胺胶囊（易蒙停）,16,2mg*6粒,西安杨森制药有限公司,国药准字H10910085,盒
2392,00459,附子理中丸,胶囊剂,6g*12袋,太极集团四川绵阳制药有限公司,国药准字Z51022428,盒
2393,00474,辛伐他汀胶囊(仁和),16,10mg*10粒/瓶*2瓶/盒,夏门福满药业有限公司,国药准字H20093998,盒
2394,00476,GY马来酸依那普利片（特价）,片剂,5mg*16片,上海现代制药股份有限公司,国药准字H31021937,盒
2395,00503,氢溴酸右美沙芬片,片剂,12*2板,广州白云山光华药业股份有限公司,国药准字号H1090005,盒
2396,00528,TJ(红）银翘解毒丸,胶囊剂,32丸*2板,太极集团重庆中药二厂有限公司,国药准字Z50020599,盒
2397,00547,(修正）复方氨酚烷胺胶囊,片剂,10粒,修正药业集团长春高新制药有限公司,国药准字H22021195,盒
2398,00562,清肺化痰丸,16,6克*6袋,昆明中药厂有限公司,国药准字Z53020763,盒
2399,00584,熊胆痔灵栓,丸剂,2g*6粒,黑龙江葵花药业股份有限公司,国药准字号Z23021462,盒
2400,00596,天麻头痛片,片剂,12片*4板,黑龙江乌苏里江制药有限公司哈尔滨分公司,国药准字Z23022185,盒
2401,00598,叶酸片,片剂,0.4mg*31片,北京麦迪海药业有限公司,国药准字H11020317,瓶
2402,00602,氯雷他定颗粒,含漱液,5mg*6袋,海南新世通制药有限公司,国药准字H20041708,盒
2403,00605,消朦片,片剂,12片*3板,广西南珠制药有限公司,国药准字号Z45021267,盒
2404,00625,盐酸金霉素眼膏,21,0.5%*2克,新乡华青药业有限公司,国药准字H19983006,支
2405,00627,根痛平胶囊,16,15粒*2板,长春万德制药有限公司,国药准字Z20080355,盒
2406,00653,妥布霉素滴眼液,水剂,5ml,s.a.ALCON-COUVREUR n.v,进口药品注册号H20140811,支
2407,00659,（仁和）雪山胃宝胶囊,16,36粒,江西药都仁和制药有限公司,国药准字Z20080637,盒
2408,00661,洁尔阴洗液,27,180ml,四川恩威制药有限公司,国药准字号Z10930008,瓶
2409,00665,TJ维C银翘片(双层片),片剂,24片,贵州百灵企业集团制药股份有限公司,国药准字Z52020455,盒
2410,00670,维U颠茄铝胶囊,16,16粒,吉林修正药业集团股份限公司,国药准字H22026232,盒
2411,00686,甲硝唑片,片剂,0.2g*100片,远大医药有限公司,国药准字H42021947,盒
2412,00692,(红）水杨酸苯酚贴膏(鸡眼膏),外用,六贴,广东恒健制药有限公司,国药准字号H44024190,盒
2413,00697,明目地黄丸(水蜜丸）,胶囊剂,6g*6袋,内蒙古天奇中蒙制药股份有限公司,国药准字Z15020319,盒
2414,00710,水杨酸软膏,膏剂,20g,上海运佳黄浦制药有限公司,国药准字H31022879,
2415,00717,烧烫伤膏,19,40G,长春海外制药集团有限公司,国药准字Z22021421,盒
2416,00719,(红）麻仁丸,胶囊剂,30g,湖北诺得胜药业有限公司,国药准字z42020417,盒
2417,00749,曲安奈德鼻喷雾剂,22,120掀,南京星银药业集团有限公司,国药准字H20020360,瓶
2418,00751,三合钙咀嚼片,片剂(薄膜衣),140片,江西仁齐制药有限公司,国药准字H36021951,盒
2419,00763,(仁和）炎热清片,片剂,18*2板,武汉均安制药有限公司,国药准字Z50050502,盒
2420,00783,胶体果胶铋胶囊,16,50mg*20粒,山西千汇药业有限公司,国药准字H20058245,盒
2421,00785,前列安通胶囊,16,15粒/板*3板,湖南华纳大药厂有限公司,国药准字Z20090294,盒
2422,00800,TJ天王补心丸,胶囊剂,36g,芜湖张恒春药业有限公司,国药准字Z34020119,瓶
2423,00815,霍香清胃片,片剂,12片*3板,吉林省俊宏药业有限公司,国药准字Z22022704,盒
2424,00877,TJ阿法骨化醇胶丸,胶囊剂,0.25ug*20粒,广州白云山星群（药业）股份有限公司,国药准字H20020501,盒
2425,00901,（仁和）冰硼含片,糖浆剂,0.6g*12片,白云山汤阴东泰药业有限责任公司,国药准字Z10970008,
2426,00905,桂枝茯苓丸,胶囊剂,4g*6袋,山西华康药业股份有限公司,国药准字Z20053256,盒
2427,00948,加味逍遥丸,胶囊剂,6g*10袋,河北万岁药业有限公司,国药准字Z13020130,盒
2428,00969,TJ银杏叶片,片剂,12片*2板,南京易亨制药有限公司,国药准字Z20063958,盒
2429,01069,鼻炎宁颗粒,含漱液,15g*10袋,广西河丰药业有限公司,国药准字号Z45021065,盒
2430,01076,黄体酮软胶囊,胶囊剂,100mg*6粒,浙江爱生药业有限公司,国药准字H20031099,盒
2431,01102,双黄连口服液,喷雾剂,10支,黑龙江瑞格制药有限公司,国药准字Z10910017,盒
2432,01121,止嗽立效丸,胶囊剂,6袋,山西华康药业股份有限公司,国药准字Z14021330,盒
2433,01127,银黄胶囊,16,0.3g*24粒,四川锡成药业有限公司,国药准字Z20013093,盒
2434,01210,蛇胆川贝液,喷雾剂,10ml*9支,江西盛翔制药有限公司,国药准字Z20053821,盒
2435,01215,氯雷他定片,片剂,6片,三门峡赛诺维制药有限公司,国药准字H20020174,盒
2436,01293,当归片,片剂,12片*3板,太极集团四川绵阳制药有限公司,国药准字Z20055222,盒
2437,01309,麻仁润肠丸,胶囊剂,6克*10丸,山西华康药业股份有限公司,国药准字Z14020117,盒
2438,01376,复方鱼腥草片,片剂,100片,广东恒诚制药有限公司,国药准字Z20093401,瓶
2439,01391,首乌延寿片,片剂,3板*15片,太极集团四川绵阳制药有限公司,国药准字Z51020245,盒
2440,01406,肾宝糖浆,散剂,10毫升*24支,江西远东药业有限公司,国药准字Z36020049,盒
2441,01429,乐脉颗粒,颗粒剂,15袋,四川川大华西药业股份有限公司,国药准字Z51022292,盒
2442,01448,洁尔阴洗液,27,160ml,四川恩威制药有限公司,国药准字Z10930008,瓶
2443,01464,健胃消食片(成人 葵花）,片剂,0.8g*32片,黑龙江葵花药业股份有限公司,国药准字Z20083342,盒
2444,01469,云南白药创可贴(透明防水型）,外用,10片,云南白药集团股份有限公司,滇昆械备20160002号,盒
2445,01472,氨溴特罗口服液,喷雾剂,60毫升,北京韩美药品有限公司,国药准字H20040317,瓶
2446,01481,藿香正气口服液,喷雾剂,10ml*10支,太极集团重庆涪陵制药厂有限公司,国药准字Z50020409,盒
2447,01489,藿香正气胶囊,16,0.3g*12粒,山西华康药业股份有限公司,国药准字Z20003130,盒
2448,01490,TJ血塞通片,片剂,25mg*20片,云南特安呐制药股份有限公司,国药准字Z53020181,盒
2449,01495,（仁和）藿香正气胶囊,16,0.3g*24粒,江西远健药业有限公司,国药准字Z20054729,盒
2450,01498,健胃消食片,片剂,36片,四川泰华堂制药有限公司,,盒
2451,01503,伊卡璐润滑剂,DA000000001211YZ,45ml,成都华奥医药保健品有限公司,,瓶
2452,01514,陈香露白露片,片剂,100片,广西圣特药业有限公司,国药准字Z45020780,盒
2453,01541,珍黄胶囊,胶囊剂,0.2g*2板,浙江天一堂,国药准字号Z45021626,盒
2454,01584,清脑复神液,喷雾剂,10ml*6支,广州市花城制药厂,国药准字Z44020324,盒
2455,01594,哮喘片,片剂,12片*2板,葵花药业集团（佳木斯）有限公司,国药准字Z23021013,盒
2456,01600,更年安片,片剂,12片*4板,葵花药业集团（佳木斯）有限公司,国药准字Z23021003,盒
2457,01608,法莫替丁片,片剂,24片*20mg,广东彼迪药业有限公司,国药准字H44021617,盒
2458,01614,咽炎含片,糖浆剂,24片,宁夏金太阳药业有限公司,国药准字Z64020170,盒
2459,01615,小儿清肺化痰口服液,喷雾剂,10ml*6支,葵花药业集团（冀州）有限公司,国药准字Z13022261,盒
2460,01616,麻仁丸,胶囊剂,30g*200,武汉太福制药有限公司,,盒
2461,01622,肝胃气痛片,片剂,36片,葵花药业集团（佳木斯）有限公司,国药准字Z20025965,盒
2462,01648,（仁和）感冒清热颗粒,含漱液,12克*8袋,江西京通美联药业有限公司,国药准字Z36021225,盒
2463,01659,维生素B1片,片剂,5mg*100片,山西亨瑞达制约有限公司,国药准字号H14021480,瓶
2464,01663,维生素B12片,片剂,25mg*100片,山西亨瑞达制约有限公司,H14022815,瓶
2465,01696,碘伏消毒液,34,100ml,四川省伊洁士医疗科技有限公司,卫消证字（2005）第0384号,瓶
2466,01718,水杨酸苯酚贴膏(鸡眼膏),外用,六贴,天津金虹胜利药业有限公司,国药准字H12021004,盒
2467,01725,盐酸特比萘芬片,片剂,0.125g*6粒,保定步长天浩制药有限公司,国药准字H19980206,盒
2468,01728,复方一支黄花喷雾剂,20,15ml,贵州百灵企业集团制药股份有限公司,国药准字Z20025898,瓶
2469,01776,诺氟沙星胶囊,16,24粒,云南白药集团股份有限公司,国药准字H53021102,盒
2470,01813,硝苯地平缓释片(I),片剂(薄膜衣),10mg*30片,亚宝药业四川制药有限公司,国药准字H14020439,盒
2471,01824,蒲地蓝消炎片,片剂,24片,吉林道君药业股份有限公司,国药准字Z20054947,盒
2472,01848,地榆升白片,片剂,0.1g*40片,成都地奥集团天府药业股份有限公司,国药准字z20026497,盒
2473,01858,蚝贝钙片,片剂,1.6g*90片,福建省泉州恒达制药公司,国药准字B20020203,盒
2474,01860,天和追风膏,膏剂,7cm*10cm*10贴,桂林天和药业股份有限公司,国药准字Z45021872,盒
2475,01864,奥美拉唑肠溶胶囊,16,20mg*28粒,山东罗欣药业股份有限公司,国药准字H20033444,瓶
2476,01882,格列美尿片,片剂,2mg*12片,江苏万邦生化医药股份有限公司,国药准字H20010575,盒
2477,01902,麝香壮骨膏,膏剂,10cm*7cm*8贴/袋,九寨沟天然药业集团有限责任公司,国药准字Z51021031,盒
2478,01904,尼莫地平片,片剂,20mg*50片,四川科伦药业股份有限公司,国药准字H10983188,瓶
2479,01917,一清颗粒,含漱液,7.5g*6袋,内蒙古天奇中蒙制药股份有限公司,国药准字Z20093556,盒
2480,01946,复方氨酚那敏颗粒,含漱液,50袋*10g,河北万岁药业有限公司,国药准字H13023633,袋
2481,01961,阿昔洛韦乳膏,膏剂,10g,湖南五洲通药业有限公司,国药准字H20066173,支
2482,01962,复方石韦胶囊,16,15粒*2板,贵阳济仁堂药业有限公司,国药准字Z20060290,盒
2483,01981,清肺抑火片,片剂,24片,云南省曲靖药业有限公司,国药准字号Z53020994,盒
2484,01983,复合维生素B片,片剂,100片,华中药业股份有限公司,国药准字H42021412,盒
2485,02021,胆舒软胶囊,16,300mg*24粒,四川科伦药业股份有限公司,,盒
2486,02036,双氯分酸钠凝胶,膏剂,15克,海南全星制药有限公司,国药准字H20058463,盒
2487,02070,清凉油（野虎）,膏剂,3,上海中华药业南通有限公司,国药准字Z32020773,个
2488,02082,伤湿止痛膏,外用,4贴,云南白药集团西双版纳有限公司,国药准字Z53020749,盒
2489,02089,甲硝唑栓,丸剂,10粒,武汉马应龙药业集团股份有限公司,国药准字H42020376,盒
2490,02100,复方甘草酸苷片,16,24片,西安利君制药有限责任公司,国药准字H20093006,盒
2491,02102,感冒软胶囊,18,12粒*2板,吉林省通化博祥药业股份有限公司,国药准字Z20043804,盒
2492,02103,盐酸氨溴索口服溶液,口服液,10ml*15支,山东益康药业有限公司,国药准字H20065840,盒
2493,02114,复方氨酚烷胺片,片剂,12片,修正药业集团股份有限公司,国药准字h22025419,盒
2494,02119,乳酸菌素片,片剂,60片,黑龙江康麦斯药业有限公司,国药准字H23020029,盒
2495,02159,(仁和）关节止痛膏,34,6贴,江西吉安三力制药有限公司,国药准字Z36021367,盒
2496,02161,氯化钾缓释片,片剂,500mg*24片,上海海虹实业(集团)巢湖今辰药业有限公司,国药准字H34021120,盒
2497,02196,补肾固齿丸,胶囊剂,4g*8袋,成都九芝堂金鼎药业有限公司,国药准字Z51021248,盒
2498,02200,(仁和）风油精,20,9.3ml,福建太平洋制药有限公司,国药准字Z35020456,瓶
2499,02225,高锰酸钾消毒片,片剂,12片*2板,济南康友消毒用品厂,卫消字（2004）第0748号,盒
2500,02231,(仁和）小儿感冒颗粒,含漱液,12克*8袋,江西新远健药业有限公司,国药准字Z20054623,盒
2501,02247,洁尔阴洗液,27,280ml,四川恩威制药有限公司,国药准字Z10930008,瓶
2502,02300,兰索拉唑肠溶片,片剂,15mg*10片,湖南华纳大药厂有限公司,国药准字H20084414,盒
2503,02313,板蓝根颗粒,含漱液,10g*20袋,四川逢春制药有限公司,国药准字Z51022421,袋
2504,02343,妇科止痒片,片剂,12片*2板,广西万寿堂药业有限公司,,盒
2505,02398,葡萄糖注射液（玻璃管）,,5支/盒,湖南科伦制药有限公司,国药准字H20058338,盒
2506,02415,阿莫西林颗粒,含漱液,0.125g*12袋,广州白云制药总厂,国药准字H20066783,盒
2507,02471,复方氨酚烷胺片,片剂,12片,长春迪瑞制药有限公司,国药准字H22025675,盒
2508,02487,醋酸氯已定痔疮栓,丸剂,6枚,江苏远恒药业有限公司,,盒
2509,02531,阿司匹林肠溶片,片剂,25mg*100片,石家庄康力药业有限公司,国药准字H13024364,瓶
2510,02540,碘甘油,20,20ml,上海远佳黄浦制药,,盒
2511,02542,氧氟沙星滴耳液（哥台）,贴剂,5ml：15mg,黑龙江龙桂制药有限公司,国药准字H20074127,盒
2512,02568,血塞通片,片剂,50mg*20片,云南特安呐制药股份有限公司,国药准字Z20093656,盒
2513,02581,枸橼酸铋钾胶囊,16,0.3g*20粒,四川华新制药有限公司,国药准字19983200,盒
2514,02588,复方黄连素片,片剂,100片,四川同人泰药业有限公司,国药准字Z51021569,瓶
2515,02594,维生素E软胶囊,34,100mg*30粒,国药控股星鲨制药,,瓶
2516,02607,依巴斯汀片,片剂,10片,杭州澳医保灵药业有限公司,国药准字H20040503,盒
2517,02669,通便灵胶囊,16,24粒,贵州恒和制药有限公司,国药准字Z52020275,盒
2518,02674,风湿马钱片,片剂,24片,太极集团重庆涪陵制药厂有限公司,国药准字Z51020250,盒
2519,02734,咽炎片,片剂,24片,伊春金北药制药有限公司,国药准字Z23020529,盒
2520,02739,退热贴,片剂(分散片),4片每盒,仁和药业有限公司,粤深食药监械 生产备20150038号退热贴,盒
2521,02766,苯巴比妥东莨菪碱片,片剂,12片,广州白云山光华药业股份有限公司,国药准字H44024752,盒
2522,02780,奥利司他胶囊,胶囊剂,60mg*21粒,中山万汉制药有限公司,国药准字H20173076,盒
2523,02840,开胸顺气丸,胶囊剂,9g*10袋,内蒙古天奇中蒙制药股份有限公司,国药准字Z15020265,盒
2524,02860,天麻素片,片剂,24片,山西仟源制药有限公司,国药准字H4023639,盒
2525,02863,艾附暖宫丸,胶囊剂,4g*10袋,内蒙古天奇中蒙制药股份有限公司,国药准字Z20093184,盒
2526,02960,感冒灵颗粒,颗粒剂,14g*10袋,广西双蚁药业有限公司,国药准字Z45020895,盒
2527,02987,胞磷胆碱钠胶囊（思考林）,16,12粒,齐鲁制药有限公司,国药准字H20020220,盒
2528,03002,(金石宁）阿莫西林胶囊,16,0.5g*30粒,汕头金石制药总厂,国药准字H20003254,盒
2529,03027,贝诺酯片,片剂,0.5g*100片,重庆迪康长江制药有限公司,国药准字H50021921,瓶
2530,03028,银翘解毒颗粒,含漱液,15克*10袋,四川逢春制药有限公司,国药准字Z51020135,盒
2531,03032,泮托拉唑钠肠溶胶囊,16,40mg*7粒,海南中化联合制药工业股份有限公司,国药准字H20093903,盒
2532,03091,罗格列酮片,片剂,4mg*14片,成都恒瑞制药有限公司,国药准字号H20030569,盒
2533,03095,逍遥丸,胶囊剂,200丸,上海宝龙药业有限公司,国药准字Z34020541,瓶
2534,03122,GY小儿抗感颗粒,颗粒剂,5g*9袋,四川好医生攀西药业有限责任公司,国药准字Z20023030,盒
